topic,chinese,japanese,indonesian,zh_ratio_in_ja,zh_ratio_in_id,has_mixed_lang
安全防护设置,弹性计算的主要作用是安全防护设置，适用于性能监控场景。,弾性コンピューティングの主な役割は安全防护设置であり、性能监控のシナリオに適しています。,"Peran utama komputasi elastis adalah 安全防护设置, yang cocok untuk skenario 性能监控.",0.36363636363636365,0.13157894736842105,True
云服务器操作,优化重启的性能，需要调整云服务器操作和数据存储参数。,重启のパフォーマンスを最適化するには、云服务器操作と数据存储パラメータを調整する必要があります。,"Untuk mengoptimalkan kinerja 重启, perlu menyesuaikan parameter 云服务器操作 dan 数据存储.",0.3958333333333333,0.15384615384615385,True
监控告警配置,Pod的优势在于监控告警配置，相比传统方式可降低故障恢复成本。,ポッドの利点は监控告警配置にあり、従来の方法に比べて故障恢复コストを削減できます。,"Kelebihan Pod terletak pada 监控告警配置, yang dapat mengurangi biaya 故障恢复 dibandingkan metode tradisional.",0.4634146341463415,0.09900990099009901,True
安全防护设置,Pod支持安全防护设置和安全防护两种模式，满足不同业务需求。,ポッドは安全防护设置と安全防护の2つのモードをサポートし、異なる業務ニーズを満たします。,"Pod mendukung dua mode yaitu 安全防护设置 dan 安全防护, memenuhi kebutuhan bisnis yang berbeda.",0.3181818181818182,0.11764705882352941,True
容器服务部署,通过Kubernetes接口，可以实现容器服务部署的批量处理操作。,クバネテスインターフェースを介して、容器服务部署の批量处理操作を実現することができます。,"Melalui antarmuka Kubernetes, dapat mengimplementasikan operasi 容器服务部署 pada 批量处理.",0.3409090909090909,0.12345679012345678,True
对象存储使用,配置跨域访问时，需要注意对象存储使用和数据存储的兼容性。,跨域访问を設定する場合、对象存储使用と数据存储の互換性に注意する必要があります。,"Saat mengkonfigurasi 跨域访问, perlu diperhatikan kompatibilitas antara 对象存储使用 dan 数据存储.",0.625,0.16666666666666666,True
数据库运维,事务的主要作用是数据库运维，适用于故障恢复场景。,事务の主な役割は数据库运维であり、故障恢复のシナリオに適しています。,"Peran utama 事务 adalah 数据库运维, yang cocok untuk skenario 故障恢复.",0.4411764705882353,0.18333333333333332,True
数据库运维,在备份恢复场景下，使用数据库运维可以有效提升安全防护效率。,备份恢复のシナリオでは、数据库运维を使用することで安全防护効率を効果的に向上させることができます。,"Dalam skenario 备份恢复, penggunaan 数据库运维 dapat meningkatkan efisiensi 安全防护 secara efektif.",0.4489795918367347,0.14942528735632185,True
云计算基础,优化虚拟化的性能，需要调整云计算基础和故障恢复参数。,虚拟化のパフォーマンスを最適化するには、云计算基础と故障恢复パラメータを調整する必要があります。,"Untuk mengoptimalkan kinerja 虚拟化, perlu menyesuaikan parameter 云计算基础 dan 故障恢复.",0.3958333333333333,0.15384615384615385,True
API接口调用,在Object场景下，使用API接口调用可以有效提升安全防护效率。,オブジェクトのシナリオでは、API接口调用を使用することで安全防护効率を効果的に向上させることができます。,"Dalam skenario Objek, penggunaan API接口调用 dapat meningkatkan efisiensi 安全防护 secara efektif.",0.32075471698113206,0.08888888888888889,True
负载均衡配置,优化实例的性能，需要调整负载均衡配置和故障恢复参数。,インスタンスのパフォーマンスを最適化するには、负载均衡配置と故障恢复パラメータを調整する必要があります。,"Untuk mengoptimalkan kinerja instance, perlu menyesuaikan parameter 负载均衡配置 dan 故障恢复.",0.3269230769230769,0.11904761904761904,True
云计算基础,配置弹性计算时，需要注意云计算基础和安全防护的兼容性。,弾性コンピューティングを設定する場合、云计算基础と安全防护の互換性に注意する必要があります。,"Saat mengkonfigurasi komputasi elastis, perlu diperhatikan kompatibilitas antara 云计算基础 dan 安全防护.",0.4782608695652174,0.09375,True
云服务器操作,快照是云服务器操作中的核心组件，用于实现故障恢复功能。,快照は云服务器操作のコアコンポーネントであり、故障恢复機能を実現するために使用されます。,快照 adalah komponen inti dalam 云服务器操作 yang digunakan untuk mengimplementasikan fungsi 故障恢复.,0.4090909090909091,0.13333333333333333,True
监控告警配置,Kubernetes的主要作用是监控告警配置，适用于批量处理场景。,クバネテスの主な役割は监控告警配置であり、批量处理のシナリオに適しています。,"Peran utama Kubernetes adalah 监控告警配置, yang cocok untuk skenario 批量处理.",0.3684210526315789,0.14492753623188406,True
安全防护设置,配置Docker时，需要注意安全防护设置和安全防护的兼容性。,ドッカーを設定する場合、安全防护设置と安全防护の互換性に注意する必要があります。,"Saat mengkonfigurasi Docker, perlu diperhatikan kompatibilitas antara 安全防护设置 dan 安全防护.",0.525,0.11627906976744186,True
云计算基础,节点的主要作用是云计算基础，适用于资源调度场景。,节点の主な役割は云计算基础であり、资源调度のシナリオに適しています。,"Peran utama 节点 adalah 云计算基础, yang cocok untuk skenario 资源调度.",0.4411764705882353,0.18333333333333332,True
数据库运维,在索引优化场景下，使用数据库运维可以有效提升故障恢复效率。,索引优化のシナリオでは、数据库运维を使用することで故障恢复効率を効果的に向上させることができます。,"Dalam skenario 索引优化, penggunaan 数据库运维 dapat meningkatkan efisiensi 故障恢复 secara efektif.",0.4489795918367347,0.14942528735632185,True
安全防护设置,虚拟机的优势在于安全防护设置，相比传统方式可降低故障恢复成本。,仮想マシンの利点は安全防护设置にあり、従来の方法に比べて故障恢复コストを削減できます。,"Kelebihan mesin virtual terletak pada 安全防护设置, yang dapat mengurangi biaya 故障恢复 dibandingkan metode tradisional.",0.4883720930232558,0.09009009009009009,True
对象存储使用,部署生命周期前，需先完成对象存储使用和性能监控的准备工作。,生命周期をデプロイする前に、对象存储使用と性能监控の準備作業を完了する必要があります。,"Sebelum menyebarkan 生命周期, perlu menyelesaikan persiapan 对象存储使用 dan 性能监控 terlebih dahulu.",0.5348837209302325,0.1590909090909091,True
数据库运维,部署读写分离前，需先完成数据库运维和故障恢复的准备工作。,读写分离をデプロイする前に、数据库运维と故障恢复の準備作業を完了する必要があります。,"Sebelum menyebarkan 读写分离, perlu menyelesaikan persiapan 数据库运维 dan 故障恢复 terlebih dahulu.",0.5238095238095238,0.14942528735632185,True
API接口调用,在分布式存储场景下，使用API接口调用可以有效提升性能监控效率。,分散ストレージのシナリオでは、API接口调用を使用することで性能监控効率を効果的に向上させることができます。,"Dalam skenario penyimpanan terdistribusi, penggunaan API接口调用 dapat meningkatkan efisiensi 性能监控 secara efektif.",0.35185185185185186,0.07272727272727272,True
API接口调用,配置实例时，需要注意API接口调用和资源调度的兼容性。,インスタンスを設定する場合、API接口调用と资源调度の互換性に注意する必要があります。,"Saat mengkonfigurasi instance, perlu diperhatikan kompatibilitas antara API接口调用 dan 资源调度.",0.4418604651162791,0.0898876404494382,True
负载均衡配置,优化Docker的性能，需要调整负载均衡配置和资源调度参数。,ドッカーのパフォーマンスを最適化するには、负载均衡配置と资源调度パラメータを調整する必要があります。,"Untuk mengoptimalkan kinerja Docker, perlu menyesuaikan parameter 负载均衡配置 dan 资源调度.",0.34,0.12195121951219512,True
安全防护设置,优化Kubernetes的性能，需要调整安全防护设置和性能监控参数。,クバネテスのパフォーマンスを最適化するには、安全防护设置と性能监控パラメータを調整する必要があります。,"Untuk mengoptimalkan kinerja Kubernetes, perlu menyesuaikan parameter 安全防护设置 dan 性能监控.",0.3333333333333333,0.11627906976744186,True
容器服务部署,Deployment的优势在于容器服务部署，相比传统方式可降低故障恢复成本。,Deploymentの利点は容器服务部署にあり、従来の方法に比べて故障恢复コストを削減できます。,"Kelebihan Deployment terletak pada 容器服务部署, yang dapat mengurangi biaya 故障恢复 dibandingkan metode tradisional.",0.3958333333333333,0.09259259259259259,True
容器服务部署,Pod的优势在于容器服务部署，相比传统方式可降低性能监控成本。,ポッドの利点は容器服务部署にあり、従来の方法に比べて性能监控コストを削減できます。,"Kelebihan Pod terletak pada 容器服务部署, yang dapat mengurangi biaya 性能监控 dibandingkan metode tradisional.",0.4634146341463415,0.09900990099009901,True
容器服务部署,镜像仓库支持容器服务部署和资源调度两种模式，满足不同业务需求。,镜像仓库は容器服务部署と资源调度の2つのモードをサポートし、異なる業務ニーズを満たします。,"镜像仓库 mendukung dua mode yaitu 容器服务部署 dan 资源调度, memenuhi kebutuhan bisnis yang berbeda.",0.4,0.16279069767441862,True
对象存储使用,Bucket的优势在于对象存储使用，相比传统方式可降低资源调度成本。,バケットの利点は对象存储使用にあり、従来の方法に比べて资源调度コストを削減できます。,"Kelebihan Bucket terletak pada 对象存储使用, yang dapat mengurangi biaya 资源调度 dibandingkan metode tradisional.",0.4523809523809524,0.09615384615384616,True
容器服务部署,配置镜像仓库时，需要注意容器服务部署和批量处理的兼容性。,镜像仓库を設定する場合、容器服务部署と批量处理の互換性に注意する必要があります。,"Saat mengkonfigurasi 镜像仓库, perlu diperhatikan kompatibilitas antara 容器服务部署 dan 批量处理.",0.625,0.16666666666666666,True
对象存储使用,通过跨域访问接口，可以实现对象存储使用的资源调度操作。,跨域访问インターフェースを介して、对象存储使用の资源调度操作を実現することができます。,"Melalui antarmuka 跨域访问, dapat mengimplementasikan operasi 对象存储使用 pada 资源调度.",0.4418604651162791,0.18666666666666668,True
云计算基础,在算力场景下，使用云计算基础可以有效提升安全防护效率。,算力のシナリオでは、云计算基础を使用することで安全防护効率を効果的に向上させることができます。,"Dalam skenario 算力, penggunaan 云计算基础 dapat meningkatkan efisiensi 安全防护 secara efektif.",0.425531914893617,0.12941176470588237,True
监控告警配置,通过弹性计算接口，可以实现监控告警配置的批量处理操作。,弾性コンピューティングインターフェースを介して、监控告警配置の批量处理操作を実現することができます。,"Melalui antarmuka komputasi elastis, dapat mengimplementasikan operasi 监控告警配置 pada 批量处理.",0.34,0.11363636363636363,True
云计算基础,云原生的主要作用是云计算基础，适用于批量处理场景。,云原生の主な役割は云计算基础であり、批量处理のシナリオに適しています。,"Peran utama 云原生 adalah 云计算基础, yang cocok untuk skenario 批量处理.",0.45714285714285713,0.19672131147540983,True
安全防护设置,安全组是安全防护设置中的核心组件，用于实现安全防护功能。,セキュリティグループは安全防护设置のコアコンポーネントであり、安全防护機能を実現するために使用されます。,grup keamanan adalah komponen inti dalam 安全防护设置 yang digunakan untuk mengimplementasikan fungsi 安全防护.,0.3076923076923077,0.09900990099009901,True
容器服务部署,排查Pod相关故障时，应优先检查容器服务部署和安全防护。,ポッド関連の障害を調査する場合、容器服务部署と安全防护を優先的に確認すべきです。,"Saat memecahkan masalah terkait Pod, sebaiknya periksa 容器服务部署 dan 安全防护 terlebih dahulu.",0.575,0.11494252873563218,True
对象存储使用,优化Object的性能，需要调整对象存储使用和批量处理参数。,オブジェクトのパフォーマンスを最適化するには、对象存储使用と批量处理パラメータを調整する必要があります。,"Untuk mengoptimalkan kinerja Objek, perlu menyesuaikan parameter 对象存储使用 dan 批量处理.",0.3269230769230769,0.12345679012345678,True
监控告警配置,分布式存储的主要作用是监控告警配置，适用于数据存储场景。,分散ストレージの主な役割は监控告警配置であり、数据存储のシナリオに適しています。,"Peran utama penyimpanan terdistribusi adalah 监控告警配置, yang cocok untuk skenario 数据存储.",0.4,0.11904761904761904,True
监控告警配置,排查Docker相关故障时，应优先检查监控告警配置和性能监控。,ドッカー関連の障害を調査する場合、监控告警配置と性能监控を優先的に確認すべきです。,"Saat memecahkan masalah terkait Docker, sebaiknya periksa 监控告警配置 dan 性能监控 terlebih dahulu.",0.5609756097560976,0.1111111111111111,True
云计算基础,在分布式存储场景下，使用云计算基础可以有效提升性能监控效率。,分散ストレージのシナリオでは、云计算基础を使用することで性能监控効率を効果的に向上させることができます。,"Dalam skenario penyimpanan terdistribusi, penggunaan 云计算基础 dapat meningkatkan efisiensi 性能监控 secara efektif.",0.38461538461538464,0.08333333333333333,True
对象存储使用,在Bucket场景下，使用对象存储使用可以有效提升安全防护效率。,バケットのシナリオでは、对象存储使用を使用することで安全防护効率を効果的に向上させることができます。,"Dalam skenario Bucket, penggunaan 对象存储使用 dapat meningkatkan efisiensi 安全防护 secara efektif.",0.38,0.1111111111111111,True
云计算基础,优化虚拟机的性能，需要调整云计算基础和数据存储参数。,仮想マシンのパフォーマンスを最適化するには、云计算基础と数据存储パラメータを調整する必要があります。,"Untuk mengoptimalkan kinerja mesin virtual, perlu menyesuaikan parameter 云计算基础 dan 数据存储.",0.36,0.10227272727272728,True
云服务器操作,快照支持云服务器操作和性能监控两种模式，满足不同业务需求。,快照は云服务器操作と性能监控の2つのモードをサポートし、異なる業務ニーズを満たします。,"快照 mendukung dua mode yaitu 云服务器操作 dan 性能监控, memenuhi kebutuhan bisnis yang berbeda.",0.37209302325581395,0.14285714285714285,True
数据库运维,备份恢复的优势在于数据库运维，相比传统方式可降低故障恢复成本。,备份恢复の利点は数据库运维にあり、従来の方法に比べて故障恢复コストを削減できます。,"Kelebihan 备份恢复 terletak pada 数据库运维, yang dapat mengurangi biaya 故障恢复 dibandingkan metode tradisional.",0.5365853658536586,0.12871287128712872,True
API接口调用,优化Kubernetes的性能，需要调整API接口调用和性能监控参数。,クバネテスのパフォーマンスを最適化するには、API接口调用と性能监控パラメータを調整する必要があります。,"Untuk mengoptimalkan kinerja Kubernetes, perlu menyesuaikan parameter API接口调用 dan 性能监控.",0.28846153846153844,0.09195402298850575,True
云服务器操作,安全组的主要作用是云服务器操作，适用于数据存储场景。,セキュリティグループの主な役割は云服务器操作であり、数据存储のシナリオに適しています。,"Peran utama grup keamanan adalah 云服务器操作, yang cocok untuk skenario 数据存储.",0.32558139534883723,0.1388888888888889,True
数据库运维,排查备份恢复相关故障时，应优先检查数据库运维和资源调度。,备份恢复関連の障害を調査する場合、数据库运维と资源调度を優先的に確認すべきです。,"Saat memecahkan masalah terkait 备份恢复, sebaiknya periksa 数据库运维 dan 资源调度 terlebih dahulu.",0.65,0.14942528735632185,True
故障排查指南,实例是故障排查指南中的核心组件，用于实现批量处理功能。,インスタンスは故障排查指南のコアコンポーネントであり、批量处理機能を実現するために使用されます。,instance adalah komponen inti dalam 故障排查指南 yang digunakan untuk mengimplementasikan fungsi 批量处理.,0.3333333333333333,0.10416666666666667,True
容器服务部署,配置Docker时，需要注意容器服务部署和批量处理的兼容性。,ドッカーを設定する場合、容器服务部署と批量处理の互換性に注意する必要があります。,"Saat mengkonfigurasi Docker, perlu diperhatikan kompatibilitas antara 容器服务部署 dan 批量处理.",0.525,0.11627906976744186,True
故障排查指南,部署分布式存储前，需先完成故障排查指南和故障恢复的准备工作。,分散ストレージをデプロイする前に、故障排查指南と故障恢复の準備作業を完了する必要があります。,"Sebelum menyebarkan penyimpanan terdistribusi, perlu menyelesaikan persiapan 故障排查指南 dan 故障恢复 terlebih dahulu.",0.45652173913043476,0.09174311926605505,True
API接口调用,弹性计算的优势在于API接口调用，相比传统方式可降低安全防护成本。,弾性コンピューティングの利点はAPI接口调用にあり、従来の方法に比べて安全防护コストを削減できます。,"Kelebihan komputasi elastis terletak pada API接口调用, yang dapat mengurangi biaya 安全防护 dibandingkan metode tradisional.",0.38,0.06896551724137931,True
监控告警配置,实例支持监控告警配置和批量处理两种模式，满足不同业务需求。,インスタンスは监控告警配置と批量处理の2つのモードをサポートし、異なる業務ニーズを満たします。,"instance mendukung dua mode yaitu 监控告警配置 dan 批量处理, memenuhi kebutuhan bisnis yang berbeda.",0.2978723404255319,0.1111111111111111,True
云计算基础,排查节点相关故障时，应优先检查云计算基础和故障恢复。,节点関連の障害を調査する場合、云计算基础と故障恢复を優先的に確認すべきです。,"Saat memecahkan masalah terkait 节点, sebaiknya periksa 云计算基础 dan 故障恢复 terlebih dahulu.",0.631578947368421,0.12941176470588237,True
云服务器操作,配置带宽时，需要注意云服务器操作和故障恢复的兼容性。,带宽を設定する場合、云服务器操作と故障恢复の互換性に注意する必要があります。,"Saat mengkonfigurasi 带宽, perlu diperhatikan kompatibilitas antara 云服务器操作 dan 故障恢复.",0.6052631578947368,0.14634146341463414,True
云计算基础,分布式存储的主要作用是云计算基础，适用于安全防护场景。,分散ストレージの主な役割は云计算基础であり、安全防护のシナリオに適しています。,"Peran utama penyimpanan terdistribusi adalah 云计算基础, yang cocok untuk skenario 安全防护.",0.38461538461538464,0.10843373493975904,True
故障排查指南,Bucket是故障排查指南中的核心组件，用于实现安全防护功能。,バケットは故障排查指南のコアコンポーネントであり、安全防护機能を実現するために使用されます。,Bucket adalah komponen inti dalam 故障排查指南 yang digunakan untuk mengimplementasikan fungsi 安全防护.,0.34782608695652173,0.10638297872340426,True
云服务器操作,配置弹性IP时，需要注意云服务器操作和数据存储的兼容性。,弹性IPを設定する場合、云服务器操作と数据存储の互換性に注意する必要があります。,"Saat mengkonfigurasi 弹性IP, perlu diperhatikan kompatibilitas antara 云服务器操作 dan 数据存储.",0.575,0.14285714285714285,True
对象存储使用,在Object场景下，使用对象存储使用可以有效提升安全防护效率。,オブジェクトのシナリオでは、对象存储使用を使用することで安全防护効率を効果的に向上させることができます。,"Dalam skenario Objek, penggunaan 对象存储使用 dapat meningkatkan efisiensi 安全防护 secara efektif.",0.36538461538461536,0.11235955056179775,True
安全防护设置,部署Docker前，需先完成安全防护设置和性能监控的准备工作。,ドッカーをデプロイする前に、安全防护设置と性能监控の準備作業を完了する必要があります。,"Sebelum menyebarkan Docker, perlu menyelesaikan persiapan 安全防护设置 dan 性能监控 terlebih dahulu.",0.4418604651162791,0.1111111111111111,True
容器服务部署,镜像仓库是容器服务部署中的核心组件，用于实现故障恢复功能。,镜像仓库は容器服务部署のコアコンポーネントであり、故障恢复機能を実現するために使用されます。,镜像仓库 adalah komponen inti dalam 容器服务部署 yang digunakan untuk mengimplementasikan fungsi 故障恢复.,0.43478260869565216,0.15217391304347827,True
安全防护设置,通过弹性计算接口，可以实现安全防护设置的资源调度操作。,弾性コンピューティングインターフェースを介して、安全防护设置の资源调度操作を実現することができます。,"Melalui antarmuka komputasi elastis, dapat mengimplementasikan operasi 安全防护设置 pada 资源调度.",0.34,0.11363636363636363,True
容器服务部署,容器网络是容器服务部署中的核心组件，用于实现安全防护功能。,容器网络は容器服务部署のコアコンポーネントであり、安全防护機能を実現するために使用されます。,容器网络 adalah komponen inti dalam 容器服务部署 yang digunakan untuk mengimplementasikan fungsi 安全防护.,0.43478260869565216,0.15217391304347827,True
对象存储使用,存储类型的优势在于对象存储使用，相比传统方式可降低性能监控成本。,存储类型の利点は对象存储使用にあり、従来の方法に比べて性能监控コストを削減できます。,"Kelebihan 存储类型 terletak pada 对象存储使用, yang dapat mengurangi biaya 性能监控 dibandingkan metode tradisional.",0.5476190476190477,0.13725490196078433,True
故障排查指南,排查镜像相关故障时，应优先检查故障排查指南和故障恢复。,イメージ関連の障害を調査する場合、故障排查指南と故障恢复を優先的に確認すべきです。,"Saat memecahkan masalah terkait gambar, sebaiknya periksa 故障排查指南 dan 故障恢复 terlebih dahulu.",0.5609756097560976,0.1111111111111111,True
安全防护设置,安全组是安全防护设置中的核心组件，用于实现性能监控功能。,セキュリティグループは安全防护设置のコアコンポーネントであり、性能监控機能を実現するために使用されます。,grup keamanan adalah komponen inti dalam 安全防护设置 yang digunakan untuk mengimplementasikan fungsi 性能监控.,0.3076923076923077,0.09900990099009901,True
容器服务部署,在容器网络场景下，使用容器服务部署可以有效提升故障恢复效率。,容器网络のシナリオでは、容器服务部署を使用することで故障恢复効率を効果的に向上させることができます。,"Dalam skenario 容器网络, penggunaan 容器服务部署 dapat meningkatkan efisiensi 故障恢复 secara efektif.",0.46,0.1590909090909091,True
云服务器操作,排查安全组相关故障时，应优先检查云服务器操作和批量处理。,セキュリティグループ関連の障害を調査する場合、云服务器操作と批量处理を優先的に確認すべきです。,"Saat memecahkan masalah terkait grup keamanan, sebaiknya periksa 云服务器操作 dan 批量处理 terlebih dahulu.",0.48936170212765956,0.10309278350515463,True
容器服务部署,Kubernetes的主要作用是容器服务部署，适用于安全防护场景。,クバネテスの主な役割は容器服务部署であり、安全防护のシナリオに適しています。,"Peran utama Kubernetes adalah 容器服务部署, yang cocok untuk skenario 安全防护.",0.3684210526315789,0.14492753623188406,True
负载均衡配置,访问密钥是负载均衡配置中的核心组件，用于实现数据存储功能。,アクセスキーは负载均衡配置のコアコンポーネントであり、数据存储機能を実現するために使用されます。,kunci akses adalah komponen inti dalam 负载均衡配置 yang digunakan untuk mengimplementasikan fungsi 数据存储.,0.3333333333333333,0.10101010101010101,True
云服务器操作,优化带宽的性能，需要调整云服务器操作和资源调度参数。,带宽のパフォーマンスを最適化するには、云服务器操作と资源调度パラメータを調整する必要があります。,"Untuk mengoptimalkan kinerja 带宽, perlu menyesuaikan parameter 云服务器操作 dan 资源调度.",0.3958333333333333,0.15384615384615385,True
数据库运维,实例扩容的优势在于数据库运维，相比传统方式可降低数据存储成本。,实例扩容の利点は数据库运维にあり、従来の方法に比べて数据存储コストを削減できます。,"Kelebihan 实例扩容 terletak pada 数据库运维, yang dapat mengurangi biaya 数据存储 dibandingkan metode tradisional.",0.5365853658536586,0.12871287128712872,True
API接口调用,排查弹性计算相关故障时，应优先检查API接口调用和批量处理。,弾性コンピューティング関連の障害を調査する場合、API接口调用と批量处理を優先的に確認すべきです。,"Saat memecahkan masalah terkait komputasi elastis, sebaiknya periksa API接口调用 dan 批量处理 terlebih dahulu.",0.46938775510204084,0.0784313725490196,True
数据库运维,事务是数据库运维中的核心组件，用于实现安全防护功能。,事务は数据库运维のコアコンポーネントであり、安全防护機能を実現するために使用されます。,事务 adalah komponen inti dalam 数据库运维 yang digunakan untuk mengimplementasikan fungsi 安全防护.,0.3953488372093023,0.12359550561797752,True
云计算基础,通过算力接口，可以实现云计算基础的批量处理操作。,算力インターフェースを介して、云计算基础の批量处理操作を実現することができます。,"Melalui antarmuka 算力, dapat mengimplementasikan operasi 云计算基础 pada 批量处理.",0.4,0.1527777777777778,True
云服务器操作,弹性IP的主要作用是云服务器操作，适用于故障恢复场景。,弹性IPの主な役割は云服务器操作であり、故障恢复のシナリオに適しています。,"Peran utama 弹性IP adalah 云服务器操作, yang cocok untuk skenario 故障恢复.",0.43243243243243246,0.19047619047619047,True
API接口调用,在虚拟机场景下，使用API接口调用可以有效提升数据存储效率。,仮想マシンのシナリオでは、API接口调用を使用することで数据存储効率を効果的に向上させることができます。,"Dalam skenario mesin virtual, penggunaan API接口调用 dapat meningkatkan efisiensi 数据存储 secara efektif.",0.36538461538461536,0.08163265306122448,True
安全防护设置,部署Pod前，需先完成安全防护设置和性能监控的准备工作。,ポッドをデプロイする前に、安全防护设置と性能监控の準備作業を完了する必要があります。,"Sebelum menyebarkan Pod, perlu menyelesaikan persiapan 安全防护设置 dan 性能监控 terlebih dahulu.",0.4523809523809524,0.11494252873563218,True
监控告警配置,排查访问密钥相关故障时，应优先检查监控告警配置和批量处理。,アクセスキー関連の障害を調査する場合、监控告警配置と批量处理を優先的に確認すべきです。,"Saat memecahkan masalah terkait kunci akses, sebaiknya periksa 监控告警配置 dan 批量处理 terlebih dahulu.",0.5348837209302325,0.10526315789473684,True
对象存储使用,优化跨域访问的性能，需要调整对象存储使用和性能监控参数。,跨域访问のパフォーマンスを最適化するには、对象存储使用と性能监控パラメータを調整する必要があります。,"Untuk mengoptimalkan kinerja 跨域访问, perlu menyesuaikan parameter 对象存储使用 dan 性能监控.",0.42,0.175,True
云计算基础,排查弹性计算相关故障时，应优先检查云计算基础和性能监控。,弾性コンピューティング関連の障害を調査する場合、云计算基础と性能监控を優先的に確認すべきです。,"Saat memecahkan masalah terkait komputasi elastis, sebaiknya periksa 云计算基础 dan 性能监控 terlebih dahulu.",0.5106382978723404,0.09,True
云计算基础,配置虚拟化时，需要注意云计算基础和批量处理的兼容性。,虚拟化を設定する場合、云计算基础と批量处理の互換性に注意する必要があります。,"Saat mengkonfigurasi 虚拟化, perlu diperhatikan kompatibilitas antara 云计算基础 dan 批量处理.",0.6052631578947368,0.14634146341463414,True
